30: Number of weighted directed graphs with negative weights.

** G0: |V|=7
(u, v, weight) E = { 
      (54, 71, 98.054)
      (55,  9, 38.309)
      (55, 45, 45.700)
      (55, 53, 30.000)
      (55, 60, -7.175)
      (55, 69, 35.197)
      (56, 50, 10.042)
      (56, 68, 40.926)
      (57, 18, 24.604)
      (57, 52, 85.139)
      (57, 53, 52.506)
      (57, 68, 35.188)
      (57, 71, 75.153)
      (58, 14, 77.506)
      (59,  1, 60.860)
      (59,  5, 12.368)
      (59, 18, 82.038)
      (59, 24, 31.202)
      (59, 45, 44.811)
      (59, 48, -4.247)
      (59, 68,  9.655)
      (59, 69, -10.687)
      (59, 71, 54.525)
      (60,  2, 90.322)
      (60, 24, 78.649)
      (60, 50, 59.408)
      (60, 54, 57.791)
      (60, 59, -14.699)
      (60, 65, 18.342)
      (61, 23, -14.029)
      (61, 54,  9.478)
      (62,  0, 41.145)
      (62,  4, -13.466)
      (62, 11, 62.165)
      (62, 25, 47.335)
      (62, 44, 46.236)
      (62, 63, 82.670)
      (62, 68, 81.249)
      (63, 25, 44.497)
      (63, 29, -8.139)
      (64, 41, 25.832)
      (64, 67, 30.392)
      (64, 68, 23.169)
      (64, 70, 57.935)
      (65, 36, -6.744)
      (65, 45, 96.870)
      (65, 49, 70.425)
      (66, 16, 13.682)
      (67,  0, 24.659)
      (67,  5, 81.111)
      (67, 15, 81.827)
      (67, 22, 11.879)
      (67, 26, 26.906)
      (67, 66, 51.495)
      (68, 21, 80.876)
      (68, 33, 85.225)
      (68, 34, 56.264)
      (68, 67, 82.748)
      (69, 56, -14.048)
      (70,  4, 50.528)
      (70,  8, 70.970)
      (70, 12, 71.484)
      (70, 26, -0.179)
      (70, 51,  7.203)
      (71,  7, 36.010)
      (71, 37, -0.550)
      (71, 56, 75.800)
      (71, 61, -0.015)
      (72,  3, 38.442)
      (72, 62, 19.773)
      (73,  5,  9.396)
      (73,  9, 61.724)
      (73, 14, 85.023)
      (73, 29,  7.427)
      (73, 40,  3.888)
      (73, 51, 96.724)
      (73, 56, 53.092)
      (74,  5, 67.218)
      (74,  6, 40.356)
      (74, 29, 15.412)
      (74, 34, 17.668)
      (74, 39, 11.771)
      (74, 48, 31.284) } |E|=276 
---------------- 
